21:23:39: Edge Data
21:23:39: ---------
21:23:39: Triangle 0 = {indexSet=0, vertexSet=0, v0=18, v1=1, v2=17}
  tri0=33, 
  tri1=66, 
  v0=41, 
  v1=42, 
  degenerate=false 
}
21:23:39: Edge 60 = {
  tri0=34, 
  tri1=35, 
  v0=42, 
  v1=26, 
  degenerate=false 
}
21:23:39: Edge 61 = {
  tri0=35, 
  tri1=36, 
  v0=43, 
  v1=26, 
  degenerate=false 
}
21:23:39: Edge 62 = {
  tri0=35, 
  tri1=68, 
  v0=42, 
  v1=43, 
  degenerate=false 
}
21:23:39: Edge 63 = {
  tri0=36, 
  tri1=37, 
  v0=43, 
  v1=27, 
  degenerate=false 
}
21:23:39: Edge 64 = {
  tri0=37, 
  tri1=38, 
  v0=44, 
  v1=27, 
  degenerate=false 
}
21:23:39: Edge 65 = {
  tri0=37, 
  tri1=70, 
  v0=43, 
  v1=44, 
  degenerate=false 
}
21:23:39: Edge 66 = {
  tri0=38, 
  tri1=39, 
  v0=44, 
  v1=28, 
  degenerate=false 
}
21:23:39: Edge 67 = {
  tri0=39, 
  tri1=40, 
  v0=45, 
  v1=28, 
  degenerate=false 
}
21:23:39: Edge 68 = {
  tri0=39, 
  tri1=72, 
  v0=44, 
  v1=45, 
  degenerate=false 
}
21:23:39: Edge 69 = {
  tri0=40, 
  tri1=41, 
  v0=45, 
  v1=29, 
  degenerate=false 
}
21:23:39: Edge 70 = {
  tri0=41, 
  tri1=42, 
  v0=46, 
  v1=29, 
  degenerate=false 
}
21:23:39: Edge 71 = {
  tri0=41, 
  tri1=74, 
  v0=45, 
  v1=46, 
  degenerate=false 
}
21:23:39: Edge 72 = {
  tri0=42, 
  tri1=43, 
  v0=46, 
  v1=30, 
  degenerate=false 
}
21:23:39: Edge 73 = {
  tri0=43, 
  tri1=44, 
  v0=47, 
  v1=30, 
  degenerate=false 
}
21:23:39: Edge 74 = {
  tri0=43, 
  tri1=76, 
  v0=46, 
  v1=47, 
  degenerate=false 
}
21:23:39: Edge 75 = {
  tri0=44, 
  tri1=45, 
  v0=47, 
  v1=31, 
  degenerate=false 
}
21:23:39: Edge 76 = {
  tri0=45, 
  tri1=46, 
  v0=48, 
  v1=31, 
  degenerate=false 
}
21:23:39: Edge 77 = {
  tri0=45, 
  tri1=78, 
  v0=47, 
  v1=48, 
  degenerate=false 
}
21:23:39: Edge 78 = {
  tri0=46, 
  tri1=47, 
  v0=48, 
  v1=32, 
  degenerate=false 
}
21:23:39: Edge 79 = {
  tri0=47, 
  tri1=48, 
  v0=49, 
  v1=32, 
  degenerate=false 
}
21:23:39: Edge 80 = {
  tri0=47, 
  tri1=80, 
  v0=48, 
  v1=49, 
  degenerate=false 
}
21:23:39: Edge 81 = {
  tri0=48, 
  tri1=49, 
  v0=49, 
  v1=33, 
  degenerate=false 
}
21:23:39: Edge 82 = {
  tri0=49, 
  tri1=50, 
  v0=50, 
  v1=33, 
  degenerate=false 
}
21:23:39: Edge 83 = {
  tri0=49, 
  tri1=82, 
  v0=49, 
  v1=50, 
  degenerate=false 
}
21:23:39: Edge 84 = {
  tri0=50, 
  tri1=51, 
  v0=50, 
  v1=34, 
  degenerate=false 
}
21:23:39: Edge 85 = {
  tri0=51, 
  tri1=52, 
  v0=51, 
  v1=34, 
  degenerate=false 
}
21:23:39: Edge 86 = {
  tri0=51, 
  tri1=84, 
  v0=50, 
  v1=51, 
  degenerate=false 
}
21:23:39: Edge 87 = {
  tri0=52, 
  tri1=53, 
  v0=51, 
  v1=35, 
  degenerate=false 
}
21:23:39: Edge 88 = {
  tri0=53, 
  tri1=54, 
  v0=52, 
  v1=35, 
  degenerate=false 
}
21:23:39: Edge 89 = {
  tri0=53, 
  tri1=86, 
  v0=51, 
  v1=52, 
  degenerate=false 
}
21:23:39: Edge 90 = {
  tri0=54, 
  tri1=55, 
  v0=52, 
  v1=36, 
  degenerate=false 
}
21:23:39: Edge 91 = {
  tri0=55, 
  tri1=56, 
  v0=53, 
  v1=36, 
  degenerate=false 
}
21:23:39: Edge 92 = {
  tri0=55, 
  tri1=88, 
  v0=52, 
  v1=53, 
  degenerate=false 
}
21:23:39: Edge 93 = {
  tri0=56, 
  tri1=57, 
  v0=53, 
  v1=37, 
  degenerate=false 
}
21:23:39: Edge 94 = {
  tri0=57, 
  tri1=58, 
  v0=54, 
  v1=37, 
  degenerate=false 
}
21:23:39: Edge 95 = {
  tri0=57, 
  tri1=90, 
  v0=53, 
  v1=54, 
  degenerate=false 
}
21:23:39: Edge 96 = {
  tri0=58, 
  tri1=59, 
  v0=54, 
  v1=38, 
  degenerate=false 
}
21:23:39: Edge 97 = {
  tri0=59, 
  tri1=60, 
  v0=55, 
  v1=38, 
  degenerate=false 
}
21:23:39: Edge 98 = {
  tri0=59, 
  tri1=92, 
  v0=54, 
  v1=55, 
  degenerate=false 
}
21:23:39: Edge 99 = {
  tri0=60, 
  tri1=61, 
  v0=55, 
  v1=39, 
  degenerate=false 
}
21:23:39: Edge 100 = {
  tri0=61, 
  tri1=62, 
  v0=56, 
  v1=39, 
  degenerate=false 
}
21:23:39: Edge 101 = {
  tri0=61, 
  tri1=94, 
  v0=55, 
  v1=56, 
  degenerate=false 
}
21:23:39: Edge 102 = {
  tri0=62, 
  tri1=63, 
  v0=56, 
  v1=40, 
  degenerate=false 
}
21:23:39: Edge 103 = {
  tri0=63, 
  tri1=64, 
  v0=57, 
  v1=40, 
  degenerate=false 
}
21:23:39: Edge 104 = {
  tri0=63, 
  tri1=96, 
  v0=56, 
  v1=57, 
  degenerate=false 
}
21:23:39: Edge 105 = {
  tri0=64, 
  tri1=65, 
  v0=57, 
  v1=41, 
  degenerate=false 
}
21:23:39: Edge 106 = {
  tri0=65, 
  tri1=66, 
  v0=58, 
  v1=41, 
  degenerate=false 
}
21:23:39: Edge 107 = {
  tri0=65, 
  tri1=98, 
  v0=57, 
  v1=58, 
  degenerate=false 
}
21:23:39: Edge 108 = {
  tri0=66, 
  tri1=67, 
  v0=58, 
  v1=42, 
  degenerate=false 
}
21:23:39: Edge 109 = {
  tri0=67, 
  tri1=68, 
  v0=59, 
  v1=42, 
  degenerate=false 
}
21:23:39: Edge 110 = {
  tri0=67, 
  tri1=100, 
  v0=58, 
  v1=59, 
  degenerate=false 
}
21:23:39: Edge 111 = {
  tri0=68, 
  tri1=69, 
  v0=59, 
  v1=43, 
  degenerate=false 
}
21:23:39: Edge 112 = {
  tri0=69, 
  tri1=70, 
  v0=60, 
  v1=43, 
  degenerate=false 
}
21:23:39: Edge 113 = {
  tri0=69, 
  tri1=102, 
  v0=59, 
  v1=60, 
  degenerate=false 
}
21:23:39: Edge 114 = {
  tri0=70, 
  tri1=71, 
  v0=60, 
  v1=44, 
  degenerate=false 
}
21:23:39: Edge 115 = {
  tri0=71, 
  tri1=72, 
  v0=61, 
  v1=44, 
  degenerate=false 
}
21:23:39: Edge 116 = {
  tri0=71, 
  tri1=104, 
  v0=60, 
  v1=61, 
  degenerate=false 
}
21:23:39: Edge 117 = {
  tri0=72, 
  tri1=73, 
  v0=61, 
  v1=45, 
  degenerate=false 
}
21:23:39: Edge 118 = {
  tri0=73, 
  tri1=74, 
  v0=62, 
  v1=45, 
  degenerate=false 
}
21:23:39: Edge 119 = {
  tri0=73, 
  tri1=106, 
  v0=61, 
  v1=62, 
  degenerate=false 
}
21:23:39: Edge 120 = {
  tri0=74, 
  tri1=75, 
  v0=62, 
  v1=46, 
  degenerate=false 
}
21:23:39: Edge 121 = {
  tri0=75, 
  tri1=76, 
  v0=63, 
  v1=46, 
  degenerate=false 
}
21:23:39: Edge 122 = {
  tri0=75, 
  tri1=108, 
  v0=62, 
  v1=63, 
  degenerate=false 
}
21:23:39: Edge 123 = {
  tri0=76, 
  tri1=77, 
  v0=63, 
  v1=47, 
  degenerate=false 
}
21:23:39: Edge 124 = {
  tri0=77, 
  tri1=78, 
  v0=64, 
  v1=47, 
  degenerate=false 
}
21:23:39: Edge 125 = {
  tri0=77, 
  tri1=110, 
  v0=63, 
  v1=64, 
  degenerate=false 
}
21:23:39: Edge 126 = {
  tri0=78, 
  tri1=79, 
  v0=64, 
  v1=48, 
  degenerate=false 
}
21:23:39: Edge 127 = {
  tri0=79, 
  tri1=80, 
  v0=65, 
  v1=48, 
  degenerate=false 
}
21:23:39: Edge 128 = {
  tri0=79, 
  tri1=112, 
  v0=64, 
  v1=65, 
  degenerate=false 
}
21:23:39: Edge 129 = {
  tri0=80, 
  tri1=81, 
  v0=65, 
  v1=49, 
  degenerate=false 
}
21:23:39: Edge 130 = {
  tri0=81, 
  tri1=82, 
  v0=66, 
  v1=49, 
  degenerate=false 
}
21:23:39: Edge 131 = {
  tri0=81, 
  tri1=114, 
  v0=65, 
  v1=66, 
  degenerate=false 
}
21:23:39: Edge 132 = {
  tri0=82, 
  tri1=83, 
  v0=66, 
  v1=50, 
  degenerate=false 
}
21:23:39: Edge 133 = {
  tri0=83, 
  tri1=84, 
  v0=67, 
  v1=50, 
  degenerate=false 
}
21:23:39: Edge 134 = {
  tri0=83, 
  tri1=116, 
  v0=66, 
  v1=67, 
  degenerate=false 
}
21:23:39: Edge 135 = {
  tri0=84, 
  tri1=85, 
  v0=67, 
  v1=51, 
  degenerate=false 
}
21:23:39: Edge 136 = {
  tri0=85, 
  tri1=86, 
  v0=68, 
  v1=51, 
  degenerate=false 
}
21:23:39: Edge 137 = {
  tri0=85, 
  tri1=118, 
  v0=67, 
  v1=68, 
  degenerate=false 
}
21:23:39: Edge 138 = {
  tri0=86, 
  tri1=87, 
  v0=68, 
  v1=52, 
  degenerate=false 
}
21:23:39: Edge 139 = {
  tri0=87, 
  tri1=88, 
  v0=69, 
  v1=52, 
  degenerate=false 
}
21:23:39: Edge 140 = {
  tri0=87, 
  tri1=120, 
  v0=68, 
  v1=69, 
  degenerate=false 
}
21:23:39: Edge 141 = {
  tri0=88, 
  tri1=89, 
  v0=69, 
  v1=53, 
  degenerate=false 
}
21:23:39: Edge 142 = {
  tri0=89, 
  tri1=90, 
  v0=70, 
  v1=53, 
  degenerate=false 
}
21:23:39: Edge 143 = {
  tri0=89, 
  tri1=122, 
  v0=69, 
  v1=70, 
  degenerate=false 
}
21:23:39: Edge 144 = {
  tri0=90, 
  tri1=91, 
  v0=70, 
  v1=54, 
  degenerate=false 
}
21:23:39: Edge 145 = {
  tri0=91, 
  tri1=92, 
  v0=71, 
  v1=54, 
  degenerate=false 
}
21:23:39: Edge 146 = {
  tri0=91, 
  tri1=124, 
  v0=70, 
  v1=71, 
  degenerate=false 
}
21:23:39: Edge 147 = {
  tri0=92, 
  tri1=93, 
  v0=71, 
  v1=55, 
  degenerate=false 
}
21:23:39: Edge 148 = {
  tri0=93, 
  tri1=94, 
  v0=72, 
  v1=55, 
  degenerate=false 
}
21:23:39: Edge 149 = {
  tri0=93, 
  tri1=126, 
  v0=71, 
  v1=72, 
  degenerate=false 
}
21:23:39: Edge 150 = {
  tri0=94, 
  tri1=95, 
  v0=72, 
  v1=56, 
  degenerate=false 
}
21:23:39: Edge 151 = {
  tri0=95, 
  tri1=96, 
  v0=73, 
  v1=56, 
  degenerate=false 
}
21:23:39: Edge 152 = {
  tri0=95, 
  tri1=128, 
  v0=72, 
  v1=73, 
  degenerate=false 
}
21:23:39: Edge 153 = {
  tri0=96, 
  tri1=97, 
  v0=73, 
  v1=57, 
  degenerate=false 
}
21:23:39: Edge 154 = {
  tri0=97, 
  tri1=98, 
  v0=74, 
  v1=57, 
  degenerate=false 
}
21:23:39: Edge 155 = {
  tri0=97, 
  tri1=130, 
  v0=73, 
  v1=74, 
  degenerate=false 
}
21:23:39: Edge 156 = {
  tri0=98, 
  tri1=99, 
  v0=74, 
  v1=58, 
  degenerate=false 
}
21:23:39: Edge 157 = {
  tri0=99, 
  tri1=100, 
  v0=75, 
  v1=58, 
  degenerate=false 
}
21:23:39: Edge 158 = {
  tri0=99, 
  tri1=132, 
  v0=74, 
  v1=75, 
  degenerate=false 
}
21:23:39: Edge 159 = {
  tri0=100, 
  tri1=101, 
  v0=75, 
  v1=59, 
  degenerate=false 
}
21:23:39: Edge 160 = {
  tri0=101, 
  tri1=102, 
  v0=76, 
  v1=59, 
  degenerate=false 
}
21:23:39: Edge 161 = {
  tri0=101, 
  tri1=134, 
  v0=75, 
  v1=76, 
  degenerate=false 
}
21:23:39: Edge 162 = {
  tri0=102, 
  tri1=103, 
  v0=76, 
  v1=60, 
  degenerate=false 
}
21:23:39: Edge 163 = {
  tri0=103, 
  tri1=104, 
  v0=77, 
  v1=60, 
  degenerate=false 
}
21:23:39: Edge 164 = {
  tri0=103, 
  tri1=136, 
  v0=76, 
  v1=77, 
  degenerate=false 
}
21:23:39: Edge 165 = {
  tri0=104, 
  tri1=105, 
  v0=77, 
  v1=61, 
  degenerate=false 
}
21:23:39: Edge 166 = {
  tri0=105, 
  tri1=106, 
  v0=78, 
  v1=61, 
  degenerate=false 
}
21:23:39: Edge 167 = {
  tri0=105, 
  tri1=138, 
  v0=77, 
  v1=78, 
  degenerate=false 
}
21:23:39: Edge 168 = {
  tri0=106, 
  tri1=107, 
  v0=78, 
  v1=62, 
  degenerate=false 
}
21:23:39: Edge 169 = {
  tri0=107, 
  tri1=108, 
  v0=79, 
  v1=62, 
  degenerate=false 
}
21:23:39: Edge 170 = {
  tri0=107, 
  tri1=140, 
  v0=78, 
  v1=79, 
  degenerate=false 
}
21:23:39: Edge 171 = {
  tri0=108, 
  tri1=109, 
  v0=79, 
  v1=63, 
  degenerate=false 
}
21:23:39: Edge 172 = {
  tri0=109, 
  tri1=110, 
  v0=80, 
  v1=63, 
  degenerate=false 
}
21:23:39: Edge 173 = {
  tri0=109, 
  tri1=142, 
  v0=79, 
  v1=80, 
  degenerate=false 
}
21:23:39: Edge 174 = {
  tri0=110, 
  tri1=111, 
  v0=80, 
  v1=64, 
  degenerate=false 
}
21:23:39: Edge 175 = {
  tri0=111, 
  tri1=112, 
  v0=81, 
  v1=64, 
  degenerate=false 
}
21:23:39: Edge 176 = {
  tri0=111, 
  tri1=144, 
  v0=80, 
  v1=81, 
  degenerate=false 
}
21:23:39: Edge 177 = {
  tri0=112, 
  tri1=113, 
  v0=81, 
  v1=65, 
  degenerate=false 
}
21:23:39: Edge 178 = {
  tri0=113, 
  tri1=114, 
  v0=82, 
  v1=65, 
  degenerate=false 
}
21:23:39: Edge 179 = {
  tri0=113, 
  tri1=146, 
  v0=81, 
  v1=82, 
  degenerate=false 
}
21:23:39: Edge 180 = {
  tri0=114, 
  tri1=115, 
  v0=82, 
  v1=66, 
  degenerate=false 
}
21:23:39: Edge 181 = {
  tri0=115, 
  tri1=116, 
  v0=83, 
  v1=66, 
  degenerate=false 
}
21:23:39: Edge 182 = {
  tri0=115, 
  tri1=148, 
  v0=82, 
  v1=83, 
  degenerate=false 
}
21:23:39: Edge 183 = {
  tri0=116, 
  tri1=117, 
  v0=83, 
  v1=67, 
  degenerate=false 
}
21:23:39: Edge 184 = {
  tri0=117, 
  tri1=118, 
  v0=84, 
  v1=67, 
  degenerate=false 
}
21:23:39: Edge 185 = {
  tri0=117, 
  tri1=150, 
  v0=83, 
  v1=84, 
  degenerate=false 
}
21:23:39: Edge 186 = {
  tri0=118, 
  tri1=119, 
  v0=84, 
  v1=68, 
  degenerate=false 
}
21:23:39: Edge 187 = {
  tri0=119, 
  tri1=120, 
  v0=85, 
  v1=68, 
  degenerate=false 
}
21:23:39: Edge 188 = {
  tri0=119, 
  tri1=152, 
  v0=84, 
  v1=85, 
  degenerate=false 
}
21:23:39: Edge 189 = {
  tri0=120, 
  tri1=121, 
  v0=85, 
  v1=69, 
  degenerate=false 
}
21:23:39: Edge 190 = {
  tri0=121, 
  tri1=122, 
  v0=86, 
  v1=69, 
  degenerate=false 
}
21:23:39: Edge 191 = {
  tri0=121, 
  tri1=154, 
  v0=85, 
  v1=86, 
  degenerate=false 
}
21:23:39: Edge 192 = {
  tri0=122, 
  tri1=123, 
  v0=86, 
  v1=70, 
  degenerate=false 
}
21:23:39: Edge 193 = {
  tri0=123, 
  tri1=124, 
  v0=87, 
  v1=70, 
  degenerate=false 
}
21:23:39: Edge 194 = {
  tri0=123, 
  tri1=156, 
  v0=86, 
  v1=87, 
  degenerate=false 
}
21:23:39: Edge 195 = {
  tri0=124, 
  tri1=125, 
  v0=87, 
  v1=71, 
  degenerate=false 
}
21:23:39: Edge 196 = {
  tri0=125, 
  tri1=126, 
  v0=88, 
  v1=71, 
  degenerate=false 
}
21:23:39: Edge 197 = {
  tri0=125, 
  tri1=158, 
  v0=87, 
  v1=88, 
  degenerate=false 
}
21:23:39: Edge 198 = {
  tri0=126, 
  tri1=127, 
  v0=88, 
  v1=72, 
  degenerate=false 
}
21:23:39: Edge 199 = {
  tri0=127, 
  tri1=128, 
  v0=89, 
  v1=72, 
  degenerate=false 
}
21:23:39: Edge 200 = {
  tri0=127, 
  tri1=160, 
  v0=88, 
  v1=89, 
  degenerate=false 
}
21:23:39: Edge 201 = {
  tri0=128, 
  tri1=129, 
  v0=89, 
  v1=73, 
  degenerate=false 
}
21:23:39: Edge 202 = {
  tri0=129, 
  tri1=130, 
  v0=90, 
  v1=73, 
  degenerate=false 
}
21:23:39: Edge 203 = {
  tri0=129, 
  tri1=162, 
  v0=89, 
  v1=90, 
  degenerate=false 
}
21:23:39: Edge 204 = {
  tri0=130, 
  tri1=131, 
  v0=90, 
  v1=74, 
  degenerate=false 
}
21:23:39: Edge 205 = {
  tri0=131, 
  tri1=132, 
  v0=91, 
  v1=74, 
  degenerate=false 
}
21:23:39: Edge 206 = {
  tri0=131, 
  tri1=164, 
  v0=90, 
  v1=91, 
  degenerate=false 
}
21:23:39: Edge 207 = {
  tri0=132, 
  tri1=133, 
  v0=91, 
  v1=75, 
  degenerate=false 
}
21:23:39: Edge 208 = {
  tri0=133, 
  tri1=134, 
  v0=92, 
  v1=75, 
  degenerate=false 
}
21:23:39: Edge 209 = {
  tri0=133, 
  tri1=166, 
  v0=91, 
  v1=92, 
  degenerate=false 
}
21:23:39: Edge 210 = {
  tri0=134, 
  tri1=135, 
  v0=92, 
  v1=76, 
  degenerate=false 
}
21:23:39: Edge 211 = {
  tri0=135, 
  tri1=136, 
  v0=93, 
  v1=76, 
  degenerate=false 
}
21:23:39: Edge 212 = {
  tri0=135, 
  tri1=168, 
  v0=92, 
  v1=93, 
  degenerate=false 
}
21:23:39: Edge 213 = {
  tri0=136, 
  tri1=137, 
  v0=93, 
  v1=77, 
  degenerate=false 
}
21:23:39: Edge 214 = {
  tri0=137, 
  tri1=138, 
  v0=94, 
  v1=77, 
  degenerate=false 
}
21:23:39: Edge 215 = {
  tri0=137, 
  tri1=170, 
  v0=93, 
  v1=94, 
  degenerate=false 
}
21:23:39: Edge 216 = {
  tri0=138, 
  tri1=139, 
  v0=94, 
  v1=78, 
  degenerate=false 
}
21:23:39: Edge 217 = {
  tri0=139, 
  tri1=140, 
  v0=95, 
  v1=78, 
  degenerate=false 
}
21:23:39: Edge 218 = {
  tri0=139, 
  tri1=172, 
  v0=94, 
  v1=95, 
  degenerate=false 
}
21:23:39: Edge 219 = {
  tri0=140, 
  tri1=141, 
  v0=95, 
  v1=79, 
  degenerate=false 
}
21:23:39: Edge 220 = {
  tri0=141, 
  tri1=142, 
  v0=96, 
  v1=79, 
  degenerate=false 
}
21:23:39: Edge 221 = {
  tri0=141, 
  tri1=174, 
  v0=95, 
  v1=96, 
  degenerate=false 
}
21:23:39: Edge 222 = {
  tri0=142, 
  tri1=143, 
  v0=96, 
  v1=80, 
  degenerate=false 
}
21:23:39: Edge 223 = {
  tri0=143, 
  tri1=144, 
  v0=97, 
  v1=80, 
  degenerate=false 
}
21:23:39: Edge 224 = {
  tri0=143, 
  tri1=176, 
  v0=96, 
  v1=97, 
  degenerate=false 
}
21:23:39: Edge 225 = {
  tri0=144, 
  tri1=145, 
  v0=97, 
  v1=81, 
  degenerate=false 
}
21:23:39: Edge 226 = {
  tri0=145, 
  tri1=146, 
  v0=98, 
  v1=81, 
  degenerate=false 
}
21:23:39: Edge 227 = {
  tri0=145, 
  tri1=178, 
  v0=97, 
  v1=98, 
  degenerate=false 
}
21:23:39: Edge 228 = {
  tri0=146, 
  tri1=147, 
  v0=98, 
  v1=82, 
  degenerate=false 
}
21:23:39: Edge 229 = {
  tri0=147, 
  tri1=148, 
  v0=99, 
  v1=82, 
  degenerate=false 
}
21:23:39: Edge 230 = {
  tri0=147, 
  tri1=180, 
  v0=98, 
  v1=99, 
  degenerate=false 
}
21:23:39: Edge 231 = {
  tri0=148, 
  tri1=149, 
  v0=99, 
  v1=83, 
  degenerate=false 
}
21:23:39: Edge 232 = {
  tri0=149, 
  tri1=150, 
  v0=100, 
  v1=83, 
  degenerate=false 
}
21:23:39: Edge 233 = {
  tri0=149, 
  tri1=182, 
  v0=99, 
  v1=100, 
  degenerate=false 
}
21:23:39: Edge 234 = {
  tri0=150, 
  tri1=151, 
  v0=100, 
  v1=84, 
  degenerate=false 
}
21:23:39: Edge 235 = {
  tri0=151, 
  tri1=152, 
  v0=101, 
  v1=84, 
  degenerate=false 
}
21:23:39: Edge 236 = {
  tri0=151, 
  tri1=184, 
  v0=100, 
  v1=101, 
  degenerate=false 
}
21:23:39: Edge 237 = {
  tri0=152, 
  tri1=153, 
  v0=101, 
  v1=85, 
  degenerate=false 
}
21:23:39: Edge 238 = {
  tri0=153, 
  tri1=154, 
  v0=102, 
  v1=85, 
  degenerate=false 
}
21:23:39: Edge 239 = {
  tri0=153, 
  tri1=186, 
  v0=101, 
  v1=102, 
  degenerate=false 
}
21:23:39: Edge 240 = {
  tri0=154, 
  tri1=155, 
  v0=102, 
  v1=86, 
  degenerate=false 
}
21:23:39: Edge 241 = {
  tri0=155, 
  tri1=156, 
  v0=103, 
  v1=86, 
  degenerate=false 
}
21:23:39: Edge 242 = {
  tri0=155, 
  tri1=188, 
  v0=102, 
  v1=103, 
  degenerate=false 
}
21:23:39: Edge 243 = {
  tri0=156, 
  tri1=157, 
  v0=103, 
  v1=87, 
  degenerate=false 
}
21:23:39: Edge 244 = {
  tri0=157, 
  tri1=158, 
  v0=104, 
  v1=87, 
  degenerate=false 
}
21:23:39: Edge 245 = {
  tri0=157, 
  tri1=190, 
  v0=103, 
  v1=104, 
  degenerate=false 
}
21:23:39: Edge 246 = {
  tri0=158, 
  tri1=159, 
  v0=104, 
  v1=88, 
  degenerate=false 
}
21:23:39: Edge 247 = {
  tri0=159, 
  tri1=160, 
  v0=105, 
  v1=88, 
  degenerate=false 
}
21:23:39: Edge 248 = {
  tri0=159, 
  tri1=192, 
  v0=104, 
  v1=105, 
  degenerate=false 
}
21:23:39: Edge 249 = {
  tri0=160, 
  tri1=161, 
  v0=105, 
  v1=89, 
  degenerate=false 
}
21:23:39: Edge 250 = {
  tri0=161, 
  tri1=162, 
  v0=106, 
  v1=89, 
  degenerate=false 
}
21:23:39: Edge 251 = {
  tri0=161, 
  tri1=194, 
  v0=105, 
  v1=106, 
  degenerate=false 
}
21:23:39: Edge 252 = {
  tri0=162, 
  tri1=163, 
  v0=106, 
  v1=90, 
  degenerate=false 
}
21:23:39: Edge 253 = {
  tri0=163, 
  tri1=164, 
  v0=107, 
  v1=90, 
  degenerate=false 
}
21:23:39: Edge 254 = {
  tri0=163, 
  tri1=196, 
  v0=106, 
  v1=107, 
  degenerate=false 
}
21:23:39: Edge 255 = {
  tri0=164, 
  tri1=165, 
  v0=107, 
  v1=91, 
  degenerate=false 
}
21:23:39: Edge 256 = {
  tri0=165, 
  tri1=166, 
  v0=108, 
  v1=91, 
  degenerate=false 
}
21:23:39: Edge 257 = {
  tri0=165, 
  tri1=198, 
  v0=107, 
  v1=108, 
  degenerate=false 
}
21:23:39: Edge 258 = {
  tri0=166, 
  tri1=167, 
  v0=108, 
  v1=92, 
  degenerate=false 
}
21:23:39: Edge 259 = {
  tri0=167, 
  tri1=168, 
  v0=109, 
  v1=92, 
  degenerate=false 
}
21:23:39: Edge 260 = {
  tri0=167, 
  tri1=200, 
  v0=108, 
  v1=109, 
  degenerate=false 
}
21:23:39: Edge 261 = {
  tri0=168, 
  tri1=169, 
  v0=109, 
  v1=93, 
  degenerate=false 
}
21:23:39: Edge 262 = {
  tri0=169, 
  tri1=170, 
  v0=110, 
  v1=93, 
  degenerate=false 
}
21:23:39: Edge 263 = {
  tri0=169, 
  tri1=202, 
  v0=109, 
  v1=110, 
  degenerate=false 
}
21:23:39: Edge 264 = {
  tri0=170, 
  tri1=171, 
  v0=110, 
  v1=94, 
  degenerate=false 
}
21:23:39: Edge 265 = {
  tri0=171, 
  tri1=172, 
  v0=111, 
  v1=94, 
  degenerate=false 
}
21:23:39: Edge 266 = {
  tri0=171, 
  tri1=204, 
  v0=110, 
  v1=111, 
  degenerate=false 
}
21:23:39: Edge 267 = {
  tri0=172, 
  tri1=173, 
  v0=111, 
  v1=95, 
  degenerate=false 
}
21:23:39: Edge 268 = {
  tri0=173, 
  tri1=174, 
  v0=112, 
  v1=95, 
  degenerate=false 
}
21:23:39: Edge 269 = {
  tri0=173, 
  tri1=206, 
  v0=111, 
  v1=112, 
  degenerate=false 
}
21:23:39: Edge 270 = {
  tri0=174, 
  tri1=175, 
  v0=112, 
  v1=96, 
  degenerate=false 
}
21:23:39: Edge 271 = {
  tri0=175, 
  tri1=176, 
  v0=113, 
  v1=96, 
  degenerate=false 
}
21:23:39: Edge 272 = {
  tri0=175, 
  tri1=208, 
  v0=112, 
  v1=113, 
  degenerate=false 
}
21:23:39: Edge 273 = {
  tri0=176, 
  tri1=177, 
  v0=113, 
  v1=97, 
  degenerate=false 
}
21:23:39: Edge 274 = {
  tri0=177, 
  tri1=178, 
  v0=114, 
  v1=97, 
  degenerate=false 
}
21:23:39: Edge 275 = {
  tri0=177, 
  tri1=210, 
  v0=113, 
  v1=114, 
  degenerate=false 
}
21:23:39: Edge 276 = {
  tri0=178, 
  tri1=179, 
  v0=114, 
  v1=98, 
  degenerate=false 
}
21:23:39: Edge 277 = {
  tri0=179, 
  tri1=180, 
  v0=115, 
  v1=98, 
  degenerate=false 
}
21:23:39: Edge 278 = {
  tri0=179, 
  tri1=212, 
  v0=114, 
  v1=115, 
  degenerate=false 
}
21:23:39: Edge 279 = {
  tri0=180, 
  tri1=181, 
  v0=115, 
  v1=99, 
  degenerate=false 
}
21:23:39: Edge 280 = {
  tri0=181, 
  tri1=182, 
  v0=116, 
  v1=99, 
  degenerate=false 
}
21:23:39: Edge 281 = {
  tri0=181, 
  tri1=214, 
  v0=115, 
  v1=116, 
  degenerate=false 
}
21:23:39: Edge 282 = {
  tri0=182, 
  tri1=183, 
  v0=116, 
  v1=100, 
  degenerate=false 
}
21:23:39: Edge 283 = {
  tri0=183, 
  tri1=184, 
  v0=117, 
  v1=100, 
  degenerate=false 
}
21:23:39: Edge 284 = {
  tri0=183, 
  tri1=216, 
  v0=116, 
  v1=117, 
  degenerate=false 
}
21:23:39: Edge 285 = {
  tri0=184, 
  tri1=185, 
  v0=117, 
  v1=101, 
  degenerate=false 
}
21:23:39: Edge 286 = {
  tri0=185, 
  tri1=186, 
  v0=118, 
  v1=101, 
  degenerate=false 
}
21:23:39: Edge 287 = {
  tri0=185, 
  tri1=218, 
  v0=117, 
  v1=118, 
  degenerate=false 
}
21:23:39: Edge 288 = {
  tri0=186, 
  tri1=187, 
  v0=118, 
  v1=102, 
  degenerate=false 
}
21:23:39: Edge 289 = {
  tri0=187, 
  tri1=188, 
  v0=119, 
  v1=102, 
  degenerate=false 
}
21:23:39: Edge 290 = {
  tri0=187, 
  tri1=220, 
  v0=118, 
  v1=119, 
  degenerate=false 
}
21:23:39: Edge 291 = {
  tri0=188, 
